mp_id,bulk_modulus_vrh,shear_modulus_vrh
mp-3582,157.751,104.546
mp-19991,47.85,24.856
mp-685935,60.062,35.545
mp-1046056,27.729,8.573
mp-7,1.874,1.075
mp-753848,89.756,41.778
mp-643754,29.989,10.733
mp-2030,172.042,121.491
mp-12403,14.836,7.539
mp-865964,34.099,27.664
mp-1595,135.559,49.941
mp-1021431,11.698,5.876
mp-1274,165.111,50.421
mp-11919,104.82,68.742
mp-5693,60.393,34.579
mp-6088,79.381,40.612
mp-15679,161.139,76.351
mp-4091,278.976,141.689
mp-997009,71.713,25.176
mp-19857,82.846,48.364
mp-976405,33.418,18.579
mp-1099,137.06,52.238
mp-3771,161.087,74.471
mp-7303,57.028,29.141
mp-2949,80.39,40.148
mp-567412,62.369,45.075
mp-865382,221.654,89.252
mp-30717,11.826,4.929
mp-2931,110.301,71.679
mp-30805,51.162,24.888
mp-22240,106.766,78.122
mp-977239,26.408,5.399
mp-31072,72.813,302.329
mp-979057,57.911,22.245
mp-1025421,67.594,23.832
mp-1569,200.504,228.81
mp-20457,73.875,38.448
mp-11504,80.961,48.083
mp-1025324,201.214,71.228
mp-862290,145.894,65.499
mp-975255,95.483,47.559
mp-6654,23.035,9.426
mp-11755,64.762,37.541
mp-562517,76.691,49.081
mp-865025,244.954,109.351
mp-865944,152.686,51.878
mp-3011,145.97,68.15
mp-977553,63.365,20.657
mp-2420227,47.823,44.806
mp-22877,10.488,9.518
mp-1716,233.122,105.314
mp-19747,57.203,17.818
mp-571102,13.509,5.91
mp-864916,187.509,87.375
mp-1029251,104.541,58.104
mp-11169,96.768,48.721
mp-30820,80.792,39.204
mp-864654,161.838,59.551
mp-1021499,75.852,26.749
mp-7364,93.089,36.257
mp-9665,16.559,7.368
mp-4283,117.105,61.786
mp-15779,124.71,74.315
mp-1779,39.676,26.05
mp-2929431,1.7850000000000001,1.164
mp-3161,63.069,55.349
mp-1918,198.729,74.969
mp-7877,86.566,55.773
mp-582034,213.198,187.685
mp-976055,24.671,16.433
mp-1018140,88.25,39.279
mp-1340758,118.951,56.266
mp-567841,91.876,71.729
mp-10759,57.611,44.393
mp-2580,263.884,198.028
mp-1017531,236.927,116.114
mp-975972,41.51,23.46
mp-11807,113.442,51.982
mp-30062,8.763,4.908
mp-862800,2.5460000000000003,1.806
mp-10739,219.7,102.358
mp-82,26.378,11.153
mp-982004,83.172,30.051
mp-23302,11.14,5.547
mp-408,49.429,42.782
mp-4692,114.571,73.379
mp-1064272,5.642,3.789
mp-864657,2.8810000000000002,1.97
mp-989644,16.182,4.943
mp-11201,71.045,45.625
mp-972912,29.595,16.724
mp-20698,48.848,30.049
mp-16343,37.377,33.386
mp-19934,79.546,30.741
mp-865248,179.898,73.733
mp-10623,112.537,42.792
mp-3400,141.054,96.788
mp-9569,66.211,45.563
mp-30867,148.847,55.613
mp-984050,73.332,26.673000000000002
mp-5690,162.616,80.921
mp-978527,54.144,16.825
mp-864904,73.061,16.491
mp-27421,13.584,6.409
mp-20695,96.578,51.211
mp-754808,132.923,78.047
mp-15697,31.995,22.573
mp-22971,7.311,3.768
mp-863713,97.769,34.119
mp-7436,29.374,17.875
mp-10470,221.086,113.62
mp-865897,35.03,19.316
mp-978911,64.962,27.122
mp-2360,48.071,33.926
mp-534,246.599,159.851
mp-29752,195.587,57.888
mp-23684,25.163,12.017
mp-9565,39.782,26.42
mp-2506699,49.604,21.994
mp-972222,277.307,103.594
mp-862423,123.752,53.036
mp-865357,111.133,44.23
mp-3384,173.762,105.755
mp-1025010,146.818,119.851
mp-1013549,35.813,25.706
mp-1386610,107.769,46.162
mp-22255,13.936,8.246
mp-1029660,86.996,41.251
mp-542264,74.92,34.761
mp-87,120.019,133.872
mp-976263,31.347,26.561
mp-10785,36.241,22.803
mp-570354,51.714,11.215
mp-8409,78.584,46.437
mp-978926,145.68,69.014
mp-980203,308.449,110.247
mp-22958,19.057,10.994
mp-862445,268.452,143.473
mp-2667,10.059,6.1370000000000005
mp-1029446,125.73,224.054
mp-738,72.555,23.812
mp-246,102.198,30.021
mp-30834,56.392,13.412
mp-867202,11.444,6.8870000000000005
mp-4988,8.873,5.635
mp-977415,89.835,22.834
mp-3707,121.058,25.3
mp-17332,70.414,68.245
mp-3307,43.4,19.34
mp-10686,40.135,20.058
mp-674,109.965,45.919
mp-571655,116.418,28.245
mp-2536,238.119,98.426
mp-570198,47.429,24.024
mp-979427,60.525,30.364
mp-30406,45.771,8.488
mp-3909,162.789,79.114
mp-972530,79.206,21.569
mp-1215198,232.951,193.022
mp-10314,59.843,37.689
mp-13798,37.066,18.04
mp-8922,107.992,47.314
mp-31330,91.094,44.34
mp-2909,87.429,39.228
mp-978988,68.08,27.068
mp-864804,52.714,4.747
mp-10115,255.394,120.286
mp-20487,40.212,15.802
mp-980199,52.438,26.151
mp-30866,282.841,137.344
mp-10326,26.19,12.192
mp-979989,47.651,18.544
mp-972062,53.312,25.438
mp-1190841,136.052,48.153
mp-10654,50.533,5.86
mp-5022,156.818,77.629
mp-2816,45.139,17.053
mp-4175,64.548,39.275
mp-8969,125.782,69.791
mp-865799,55.734,36.046
mp-30343,77.989,14.93
mp-999474,37.932,24.123
mp-863711,145.122,52.644
mp-866227,82.434,27.763
mp-579496,206.727,98.815
mp-30921,56.904,8.761
mp-29736,81.107,56.76
mp-974061,178.452,117.855
mp-3006,5.4879999999999995,5.003
mp-5921,192.409,53.507
mp-2988,81.563,35.873
mp-13525,111.539,36.26
mp-1025291,82.772,49.134
mp-997618,98.422,83.541
mp-631547,107.248,3.701
mp-1778,207.897,153.975
mp-977554,72.567,28.927
mp-1025123,242.745,91.914
mp-5075,177.226,121.093
mp-974832,6.311,0.48
mp-571247,135.713,98.633
mp-863733,91.146,28.354
mp-865926,123.024,48.221
mp-8682,152.578,98.816
mp-5407,179.963,98.873
mp-989551,41.494,13.628
mp-3497,50.47,19.147
mp-2695851,77.064,16.08
mp-12906,47.647,29.98
mp-2776,65.975,11.065
mp-5486,97.787,55.112
mp-720,6.828,4.15
mp-23002,25.612,14.541
mp-978496,129.631,90.777
mp-862656,76.785,56.514
mp-862716,66.506,24.289
mp-973538,67.89,40.238
mp-6511,15.519,8.426
mp-5532,127.094,75.758
mp-571160,64.88,19.653
mp-864897,162.384,48.901
mp-22440,158.407,84.508
mp-1025455,112.151,2.313
mp-600561,106.321,41.679
mp-4864,40.739,28.662
mp-13852,174.776,82.389
mp-568388,3.863,2.127
mp-36086,104.609,90.318
mp-20395,183.377,76.499
mp-4768,94.667,58.471
mp-495,68.978,43.84
mp-5492,79.915,43.078
mp-10140,76.574,54.498
mp-12962,111.254,59.351
mp-2065,60.377,34.361
mp-979937,39.52,8.177
mp-861736,107.809,33.967
mp-10878,32.632,62.995
mp-1002069,20.106,11.883
mp-558733,263.994,193.946
mp-865376,43.03,26.114
mp-364,194.408,98.81
mp-24202,81.272,42.175
mp-11288,30.44,10.343
mp-1793,105.452,37.599
mp-2676,167.518,119.142
mp-866295,43.506,22.533
mp-863679,185.741,78.278
mp-8033,118.532,34.579
mp-1190751,18.333,0.28800000000000003
mp-541840,117.411,41.047
mp-976419,102.841,29.873
mp-865472,258.765,107.994
mp-549490,139.204,85.723
mp-20994,255.403,113.66
mp-7343,55.615,17.134
mp-28497,17.295,7.552
mp-973571,44.851,28.755
mp-2713,140.411,56.862
mp-1009756,28.076,19.418
mp-1090,78.571,36.343
mp-672294,101.06,77.888
mp-1025205,142.796,72.317
mp-864927,217.65,103.317
mp-12480,149.536,69.61
mp-3166,183.234,94.675
mp-7482,50.69,14.872
mp-977547,140.599,62.854
mp-10897,108.679,59.669
mp-570657,44.169,1.5230000000000001
